,GPStime,snr,centralFreq,confidence,label
2032,1258548411.883,7.734,477.83,0.969,Violin_Mode
2033,1258548420.594,16.08,38.215,1.0,Scattered_Light
2034,1258548617.719,13.006,2964.093,0.997,Low_Frequency_Burst
2035,1258549166.859,12.979,3006.243,0.934,Scattered_Light
2036,1258549225.719,9.673,1269.352,0.979,Scattered_Light
2037,1258549416.813,7.745,2379.632,0.968,Scattered_Light
2038,1258549583.07,10.634,482.542,0.997,Violin_Mode
2039,1258549925.836,7.501,476.812,0.997,Violin_Mode
2040,1258550104.938,7.841,3582.116,0.996,Low_Frequency_Lines
2041,1258550148.008,7.869,473.429,0.979,Violin_Mode
2042,1258550528.281,8.923,20.195,0.985,Low_Frequency_Lines
2043,1258552105.031,10.526,235.957,1.0,Scattered_Light
2044,1258552834.578,8.647,884.08,1.0,Low_Frequency_Burst
2045,1258554836.656,16.365,2563.995,1.0,Scattered_Light
2046,1258555564.094,14.218,3799.787,1.0,Scattered_Light
2047,1258555907.094,11.232,28.467,1.0,Scattered_Light
2048,1258556758.844,21.459,44.865,1.0,Scattered_Light
2049,1258556949.594,21.116,1929.272,1.0,Scattered_Light
2050,1258586275.938,7.674,19.927,0.983,Low_Frequency_Lines
2051,1258587196.515,19.483,564.982,1.0,Blip
2052,1258587749.602,8.436,482.542,0.934,Violin_Mode
2053,1258588044.992,10.524,472.109,0.964,Violin_Mode
2054,1258589501.656,14.337,30.952,1.0,Low_Frequency_Burst
2055,1258589650.156,11.854,2241.698,1.0,Scattered_Light
2056,1258589908.82,13.478,4053.249,0.904,Violin_Mode
2057,1258590614.68,8.173,271.281,0.997,Violin_Mode
2058,1258591696.398,8.957,20.195,0.969,Low_Frequency_Burst
2059,1258591833.406,8.311,23.057,0.938,Low_Frequency_Burst
2060,1258597110.898,20.608,3727.135,1.0,Violin_Mode
2061,1258597226.211,19.892,465.64,0.998,Violin_Mode
2062,1258597269.227,14.473,466.684,0.94,Violin_Mode
2063,1258597408.18,8.348,524.888,0.922,Violin_Mode
2064,1258597440.07,13.91,441.012,0.933,Violin_Mode
2065,1258597462.264,12.042,1665.179,0.937,Blip
2066,1258597465.352,7.518,3488.38,0.944,Violin_Mode
2067,1258597501.711,7.55,469.107,0.992,Violin_Mode
2068,1258597512.758,8.415,3892.464,1.0,Air_Compressor
2069,1258597542.867,8.991,481.501,0.972,Violin_Mode
2070,1258597638.32,8.933,254.236,0.943,Violin_Mode
2071,1258597732.906,15.956,3881.874,1.0,Scattered_Light
2072,1258598695.063,8.108,20.195,0.942,Low_Frequency_Lines
2073,1258599191.313,7.961,20.195,1.0,Low_Frequency_Lines
2074,1258603839.531,7.852,26.59,0.94,Low_Frequency_Burst
2075,1258604699.313,8.063,1836.416,1.0,Low_Frequency_Lines
2076,1258604751.094,23.164,2930.829,0.986,Scattered_Light
2077,1258605657.813,8.461,19.406,1.0,Low_Frequency_Lines
2078,1258606311.938,19.683,3680.246,0.997,Low_Frequency_Lines
2079,1258606346.579,7.645,146.888,1.0,Blip
2080,1258607119.313,13.889,3703.979,0.92,Low_Frequency_Lines
2081,1258607270.629,440.96,3267.727,0.994,Extremely_Loud
2082,1258607359.375,22.188,3361.459,0.937,Low_Frequency_Lines
2083,1258607975.992,9.238,4128.26,0.998,Whistle
2084,1258609656.838,1543.631,3799.787,1.0,Extremely_Loud
2085,1258610752.281,9.049,3240.109,0.998,Low_Frequency_Lines
2086,1258610837.61,10.391,201.12,1.0,Blip
2087,1258610993.688,8.28,757.541,1.0,Low_Frequency_Lines
2088,1258645572.031,10.554,20.195,1.0,Low_Frequency_Burst
2089,1258648416.412,13.252,770.515,0.994,Blip
2090,1258649745.156,8.718,914.134,1.0,Low_Frequency_Burst
2091,1258651345.651,8.41,138.993,1.0,Blip
2092,1258652201.025,1098.304,1171.735,1.0,Extremely_Loud
2093,1258654320.578,8.74,26.305,1.0,Low_Frequency_Burst
2094,1258657597.291,10.433,93.497,0.998,Blip
2095,1258663044.749,8.781,181.356,1.0,Blip
2096,1258663049.594,8.53,1752.776,0.993,Power_Line
2097,1258663896.219,8.197,52.562,0.953,Air_Compressor
2098,1258666915.824,7.547,53.292,0.97,Air_Compressor
2099,1258672795.187,19.876,2385.613,1.0,Blip
2100,1258674923.573,8.269,104.255,1.0,Blip
2101,1258675407.365,10.038,2331.94,0.978,Blip
2102,1258675427.371,9.775,89.302,0.976,Tomte
2103,1258680865.328,8.683,20.195,0.99,Low_Frequency_Burst
2104,1258681692.08,622.711,851.958,0.993,Extremely_Loud
2105,1258691351.373,7.591,58.255,0.951,Blip
2106,1258693368.109,9.901,3718.067,0.978,Power_Line
2107,1258695441.875,18.39,1482.393,0.999,Extremely_Loud
2108,1258696886.969,8.781,56.014,0.979,Air_Compressor
2109,1258702839.078,7.649,1174.664,0.996,Power_Line
2110,1258703749.008,7.67,20.195,1.0,Low_Frequency_Burst
2111,1258704970.016,10.077,3703.979,0.962,Extremely_Loud
2112,1258706572.342,15.863,306.584,1.0,Blip
2113,1258706664.518,3372.168,3457.886,1.0,Extremely_Loud
2114,1258706673.656,8.317,748.154,0.962,Air_Compressor
2115,1258721062.938,31.933,3983.241,0.992,Extremely_Loud
2116,1258721063.424,267.084,550.03,0.999,Extremely_Loud
2117,1258721196.586,8.827,2093.094,0.996,Whistle
2118,1258721369.508,7.687,2505.625,0.988,Whistle
2119,1258728089.844,510.862,3680.246,1.0,Extremely_Loud
2120,1258733300.703,7.684,151.336,0.902,Violin_Mode
2121,1258735292.322,479.003,3350.311,1.0,Extremely_Loud
2122,1258737000.734,8.724,1829.188,0.999,Air_Compressor
2123,1258737132.912,539.444,3680.246,1.0,Extremely_Loud
2124,1258742546.825,23.074,2436.407,0.999,Blip
2125,1258744613.093,13.148,207.515,1.0,Blip
2126,1258748643.141,11.397,3199.463,1.0,Power_Line
2127,1258748813.486,10.036,171.608,1.0,Blip
2128,1258749752.695,8.241,844.85,0.997,Air_Compressor
2129,1258751303.288,13.716,203.982,1.0,Blip
2130,1258761850.578,10.733,81.673,0.995,Power_Line
2131,1258764518.68,7.567,47.964,0.98,Air_Compressor
2132,1258765001.221,3023.005,2318.713,0.999,Extremely_Loud
2133,1258770835.828,7.803,1667.724,0.987,Power_Line
2134,1258772177.719,37.801,3983.241,0.993,Extremely_Loud
2135,1258807695.555,8.259,374.157,0.953,Whistle
2136,1258807989.791,13.906,205.558,0.994,Blip
2137,1258808199.992,7.525,46.928,0.999,Air_Compressor
2138,1258808276.711,9.928,353.737,1.0,Whistle
2139,1258808664.586,8.373,374.157,0.974,Whistle
2140,1258808758.758,9.396,353.079,0.962,Whistle
2141,1258808958.223,9.54,3848.998,0.997,Whistle
2142,1258809008.117,8.388,26.59,0.967,Low_Frequency_Burst
2143,1258809306.258,11.16,903.74,1.0,Whistle
2144,1258809652.232,252.06,3490.641,0.985,Extremely_Loud
2145,1258811400.836,10.469,364.908,0.997,Whistle
2146,1258813233.477,8.11,47.964,0.998,Air_Compressor
2147,1258813800.305,11.098,323.233,1.0,Whistle
2148,1258813958.633,8.824,3368.216,0.991,Whistle
2149,1258814037.805,8.292,374.157,0.973,Whistle
2150,1258815998.742,9.021,372.381,0.998,Whistle
2151,1258817964.004,7.574,472.567,0.982,Violin_Mode
2152,1258819626.156,8.208,19.406,0.97,Low_Frequency_Lines
2153,1258820611.986,1195.45,3703.979,1.0,Extremely_Loud
2154,1258823823.762,1064.727,2337.938,1.0,Extremely_Loud
2155,1258825609.012,1213.084,2378.556,1.0,Extremely_Loud
2156,1258826184.758,7.639,52.326,0.989,Air_Compressor
2157,1258831295.406,18.388,3813.464,1.0,Low_Frequency_Burst
2158,1258831667.734,8.041,1941.601,0.995,Low_Frequency_Burst
2159,1258833232.255,8.785,104.255,1.0,Blip
2160,1258834766.258,7.77,364.25,0.996,Whistle
2161,1258838673.977,7.6,53.578,0.997,Air_Compressor
2162,1258842590.641,7.934,23.057,1.0,Low_Frequency_Burst
2163,1258842995.027,10.056,299.695,0.997,Air_Compressor
2164,1258843903.773,7.872,23.057,1.0,Low_Frequency_Burst
2165,1258844534.066,458.203,3006.243,0.999,Extremely_Loud
2166,1258844759.402,11.432,509.683,0.995,Tomte
2167,1258847001.994,7.562,61.502,0.997,Blip
2168,1258849777.438,7.621,3201.357,0.983,Low_Frequency_Burst
2169,1258852856.098,137.591,131.936,0.997,Extremely_Loud
2170,1258855134.566,8.582,50.045,0.964,Air_Compressor
2171,1258855172.148,7.515,46.928,1.0,Air_Compressor
2172,1258860182.422,7.948,64.291,0.999,Power_Line
2173,1258861042.902,7.916,47.964,0.979,Air_Compressor
2174,1258861149.063,8.78,805.763,0.992,Low_Frequency_Lines
2175,1258862073.594,10.303,20.195,1.0,Low_Frequency_Burst
2176,1258866062.436,13.161,3622.453,1.0,Blip
2177,1258871724.215,544.421,3030.486,1.0,Extremely_Loud
2178,1258874866.031,10.134,3987.436,1.0,Power_Line
2179,1258874884.406,21.768,3985.119,0.98,Power_Line
2180,1258874890.406,11.395,3490.641,0.993,Scattered_Light
2181,1258874903.109,13.25,2794.559,1.0,Power_Line
2182,1258874904.594,11.535,2834.458,0.999,Scattered_Light
2183,1258874906.094,12.793,66.15,1.0,Power_Line
2184,1258874907.094,21.252,3993.831,1.0,Power_Line
2185,1258875029.781,14.075,66.15,1.0,Power_Line
2186,1258875084.59,968.725,3983.241,0.997,Extremely_Loud
2187,1258882423.313,28.61,3983.241,0.913,Extremely_Loud
2188,1258883034.859,7.832,51.89,0.956,Power_Line
2189,1258884802.563,9.751,633.177,0.95,Low_Frequency_Lines
2190,1258885249.188,8.855,423.458,1.0,Low_Frequency_Lines
2191,1258885824.406,12.69,3908.818,0.978,Low_Frequency_Burst
2192,1258885981.156,8.175,20.838,0.917,Low_Frequency_Burst
2193,1258886209.359,10.661,26.59,1.0,Low_Frequency_Burst
2194,1258886613.027,14.798,4010.229,1.0,Blip
2195,1258886791.781,10.225,27.594,1.0,Scattered_Light
2196,1258887657.703,7.989,26.59,1.0,Low_Frequency_Burst
2197,1258887735.344,7.957,19.406,0.999,Low_Frequency_Lines
2198,1258888086.172,28.915,1462.128,1.0,Scattered_Light
2199,1258888982.281,9.666,20.838,0.924,Low_Frequency_Lines
2200,1258889511.594,9.367,23.057,0.995,Low_Frequency_Lines
2201,1258889841.953,7.845,65.817,0.995,Power_Line
2202,1258889850.875,8.039,19.678,0.994,Low_Frequency_Lines
2203,1258890129.672,13.971,3133.541,0.982,Low_Frequency_Burst
2204,1258891073.031,11.18,26.59,1.0,Low_Frequency_Burst
2205,1258891308.406,10.741,1155.883,0.999,Low_Frequency_Burst
2206,1258891984.422,9.621,1315.201,0.919,Scattered_Light
2207,1258892045.063,8.015,220.266,0.995,Low_Frequency_Lines
2208,1258892781.603,9.231,3835.788,0.946,Blip
2209,1258894313.844,7.656,1707.97,0.965,Low_Frequency_Lines
2210,1258894917.156,8.652,19.406,0.998,Low_Frequency_Lines
2211,1258895653.313,19.976,3881.874,1.0,Scattered_Light
2212,1258895797.428,8.29,91.18,0.947,Tomte
2213,1258897142.906,9.721,1929.888,0.967,Scattered_Light
2214,1258922880.719,9.525,550.03,0.966,Low_Frequency_Lines
2215,1258923048.469,7.758,1329.049,0.98,Low_Frequency_Burst
2216,1258923851.156,22.543,3490.116,1.0,Scattered_Light
2217,1258924327.906,7.712,19.406,0.998,Low_Frequency_Lines
2218,1258924982.906,10.289,23.057,0.985,Low_Frequency_Lines
2219,1258925630.344,14.517,3764.125,0.991,Scattered_Light
2220,1258925996.031,20.104,32.829,1.0,Scattered_Light
2221,1258926501.875,9.076,162.896,0.978,Scattered_Light
2222,1258927802.938,10.783,3703.979,0.957,Low_Frequency_Lines
2223,1258927940.344,14.213,26.59,0.999,Scattered_Light
2224,1258928569.938,8.212,3746.261,0.995,Low_Frequency_Lines
2225,1258928928.531,13.395,3881.874,1.0,Scattered_Light
2226,1258929291.281,8.39,3249.652,0.992,Low_Frequency_Lines
2227,1258929472.188,7.938,131.936,0.953,Low_Frequency_Lines
2228,1258929864.844,9.081,3813.464,0.999,Low_Frequency_Lines
2229,1258931042.969,15.981,3350.311,0.996,Scattered_Light
2230,1258931941.563,15.455,2081.292,0.929,Extremely_Loud
2231,1258935298.656,20.676,3006.243,0.998,Scattered_Light
2232,1258935968.453,17.473,2625.649,0.993,Low_Frequency_Burst
2233,1258936003.094,18.561,3298.676,1.0,Scattered_Light
2234,1258936358.281,8.144,2098.233,0.994,Low_Frequency_Lines
2235,1258938477.59,7.617,47.679,0.984,Air_Compressor
2236,1258939010.844,22.509,36.338,1.0,Scattered_Light
2237,1258941348.469,12.212,3409.167,0.999,Scattered_Light
2238,1258942474.922,13.364,26.59,0.984,Low_Frequency_Burst
2239,1258943296.547,12.349,26.59,1.0,Low_Frequency_Burst
2240,1258943385.844,10.208,23.057,1.0,Scattered_Light
2241,1258943873.094,13.002,3985.119,1.0,Scattered_Light
2242,1258945909.563,8.203,3728.798,0.993,Low_Frequency_Lines
2243,1258945941.875,11.71,3615.396,0.96,Scattered_Light
2244,1258946277.957,10.56,89.302,0.984,Tomte
2245,1258947069.906,15.892,723.299,0.998,Scattered_Light
2246,1258950621.715,115.913,3350.311,0.998,Extremely_Loud
2247,1258955078.516,10.802,3703.979,0.958,Low_Frequency_Burst
2248,1258957313.406,10.644,36.026,1.0,Scattered_Light
2249,1258958132.789,11.094,2964.093,0.999,Low_Frequency_Burst
2250,1258958697.414,16.245,30.952,0.999,Low_Frequency_Burst
2251,1258958944.156,11.104,3703.979,0.988,Scattered_Light
2252,1258959128.531,10.858,3883.751,1.0,Scattered_Light
2253,1258959461.094,11.772,521.133,1.0,Scattered_Light
2254,1258960025.844,10.715,3030.386,1.0,Scattered_Light
2255,1258960304.531,9.381,29.996,0.974,Scattered_Light
2256,1258962954.406,23.267,2722.487,1.0,Scattered_Light
2257,1258963766.188,8.118,20.195,0.989,Low_Frequency_Lines
2258,1258963991.969,9.061,3030.906,0.985,Scattered_Light
2259,1258964326.094,15.988,3411.045,1.0,Scattered_Light
2260,1258964391.594,14.077,1563.095,1.0,Scattered_Light
2261,1258970119.438,10.581,2965.97,0.989,Scattered_Light
2262,1258970303.938,19.879,1928.011,0.977,Scattered_Light
2263,1258970838.969,12.057,47.358,1.0,Power_Line
2264,1258971001.969,12.86,2491.438,1.0,Scattered_Light
2265,1258971309.969,9.868,23.057,0.981,Low_Frequency_Burst
2266,1258972386.93,7.939,371.549,0.995,Whistle
2267,1258973540.063,8.894,3983.241,0.997,Low_Frequency_Lines
2268,1258973863.219,10.876,2722.487,1.0,Scattered_Light
2269,1258973961.344,13.92,2925.184,1.0,Scattered_Light
2270,1258975233.391,7.523,33.917,0.978,Scattered_Light
2271,1258976382.031,9.29,23.057,0.983,Scattered_Light
2272,1258976721.344,9.688,29.711,0.963,Scattered_Light
2273,1258977069.094,8.792,3464.271,1.0,Low_Frequency_Burst
2274,1258978371.219,14.418,32.829,0.966,Scattered_Light
2275,1258978943.156,8.918,34.747,0.992,Scattered_Light
2276,1258980289.344,21.033,1644.648,1.0,Scattered_Light
2277,1258980404.781,18.167,2098.233,1.0,Scattered_Light
2278,1258980605.156,7521.859,3813.464,1.0,Extremely_Loud
2279,1258999464.109,18.877,3983.241,1.0,Scattered_Light
2280,1258999910.122,7.791,146.888,1.0,Blip
2281,1259000405.842,7.695,94.188,1.0,Blip
2282,1259000447.458,7.67,109.64,1.0,Blip
2283,1259000582.031,9.582,1604.103,0.981,Low_Frequency_Burst
2284,1259000836.344,13.141,3489.112,1.0,Low_Frequency_Burst
2285,1259000866.195,12.334,1393.351,0.998,Whistle
2286,1259000952.672,17.833,1462.128,1.0,Scattered_Light
2287,1259001644.539,10.261,3891.28,0.996,Whistle
2288,1259002075.008,10.189,3357.49,0.997,Whistle
2289,1259002461.063,15.986,2964.093,0.976,Scattered_Light
2290,1259002616.203,17.163,38.215,1.0,Scattered_Light
2291,1259003460.139,10.296,99.892,1.0,Blip
2292,1259003499.21,19.369,3416.224,1.0,Blip
2293,1259003719.765,7.735,3577.424,1.0,Blip
2294,1259003825.953,10.063,3729.802,0.942,Scattered_Light
2295,1259004161.969,17.164,32.829,1.0,Scattered_Light
2296,1259004344.719,13.333,1172.549,0.999,Scattered_Light
2297,1259004349.031,16.736,38.215,1.0,Scattered_Light
2298,1259004874.248,8.233,88.802,1.0,Blip
2299,1259005479.656,7.737,18.295,0.998,Low_Frequency_Lines
2300,1259005597.594,7.688,19.406,0.995,Low_Frequency_Lines
2301,1259006353.365,8.122,3998.194,1.0,Blip
2302,1259009165.628,18.527,248.315,1.0,Blip
2303,1259009474.578,12.166,2733.875,0.932,Scattered_Light
2304,1259010059.328,8.75,734.745,0.927,Scattered_Light
2305,1259010071.281,14.139,2710.574,1.0,Scattered_Light
2306,1259010296.984,7.93,2976.69,1.0,Air_Compressor
2307,1259010853.594,16.443,42.988,1.0,Scattered_Light
2308,1259012021.023,8.956,384.214,0.995,Whistle
2309,1259012127.094,9.289,24.263,0.939,Low_Frequency_Lines
2310,1259012863.656,14.822,30.952,1.0,Scattered_Light
2311,1259012874.844,13.924,2005.647,0.999,Scattered_Light
2312,1259013916.469,9.221,3728.798,0.977,Low_Frequency_Lines
2313,1259014106.313,15.253,2681.0,0.985,Low_Frequency_Lines
2314,1259015061.031,11.622,20.195,0.999,Low_Frequency_Lines
2315,1259015142.781,16.912,30.952,1.0,Scattered_Light
2316,1259015375.078,13.403,1707.97,0.994,Low_Frequency_Burst
2317,1259015778.92,96.955,1941.601,0.917,Extremely_Loud
2318,1259016260.406,8.29,20.195,0.926,Low_Frequency_Burst
2319,1259017726.283,10.558,3006.243,0.993,Tomte
2320,1259018413.281,21.489,3201.357,1.0,Scattered_Light
2321,1259018468.531,10.08,3881.874,0.977,Low_Frequency_Burst
2322,1259018695.795,7.679,68.391,1.0,Blip
2323,1259019585.406,19.5,2123.641,1.0,Scattered_Light
2324,1259020951.656,8.779,22.449,0.908,Scattered_Light
2325,1259020994.984,15.18,2634.428,0.984,Scattered_Light
2326,1259021380.906,21.26,31.956,1.0,Scattered_Light
2327,1259023701.656,7.73,425.74,0.999,Low_Frequency_Lines
2328,1259024889.113,9.707,73.85,0.976,Tomte
2329,1259025078.078,8.065,3985.119,0.909,Scattered_Light
2330,1259026668.031,17.907,36.338,1.0,Scattered_Light
2331,1259027117.895,20.915,73.85,0.999,Tomte
2332,1259028103.656,17.031,3815.129,1.0,Scattered_Light
2333,1259028354.891,15.593,3703.979,0.997,Scattered_Light
2334,1259028549.906,21.964,3582.116,1.0,Scattered_Light
2335,1259029669.121,9.033,75.727,0.949,Tomte
2336,1259030361.391,15.754,38.215,1.0,Scattered_Light
2337,1259030390.779,8.168,78.045,1.0,Blip
2338,1259032587.844,16.484,3703.979,0.996,Scattered_Light
2339,1259033060.844,15.387,1928.011,1.0,Scattered_Light
2340,1259033354.094,7.878,24.006,0.973,Scattered_Light
2341,1259034700.23,7.807,91.18,0.931,Blip
2342,1259034951.168,714.412,1087.004,1.0,Extremely_Loud
2343,1259035230.469,9.591,23.057,0.9,Scattered_Light
2344,1259036055.715,25.802,3983.241,0.998,Tomte
2345,1259036380.047,9.933,31.473,1.0,Scattered_Light
2346,1259036896.016,11.063,26.59,0.913,Scattered_Light
2347,1259037507.219,16.922,1936.424,1.0,Scattered_Light
2348,1259037859.063,9.469,3409.167,0.989,Low_Frequency_Lines
2349,1259037962.094,19.892,1928.011,1.0,Scattered_Light
2350,1259038132.156,11.952,3206.699,0.999,Scattered_Light
2351,1259038208.215,1058.315,3659.138,1.0,Extremely_Loud
2352,1259040738.521,7.635,68.391,1.0,Blip
2353,1259041324.219,11.395,28.467,0.992,Scattered_Light
2354,1259041552.322,7.698,123.333,1.0,Blip
2355,1259041950.734,8.367,3030.386,0.948,Low_Frequency_Burst
2356,1259042018.094,10.3,3813.464,0.939,Scattered_Light
2357,1259043283.781,13.31,26.59,0.985,Scattered_Light
2358,1259043531.781,12.118,28.467,0.998,Scattered_Light
2359,1259043675.063,8.039,42.703,0.907,Air_Compressor
2360,1259044050.344,10.185,3411.045,0.999,Scattered_Light
2361,1259044810.219,8.78,2970.542,0.982,Scattered_Light
2362,1259044987.219,25.336,221.823,1.0,Scattered_Light
2363,1259045306.906,16.865,3815.341,1.0,Scattered_Light
2364,1259045679.656,14.097,2733.875,1.0,Scattered_Light
2365,1259046578.094,7.87,46.701,1.0,Air_Compressor
2366,1259047271.135,7.815,3771.181,0.999,Blip
2367,1259048235.453,11.502,1269.412,1.0,Scattered_Light
2368,1259049211.781,8.14,28.439,1.0,Scattered_Light
2369,1259049328.969,7.544,2590.013,0.997,Air_Compressor
2370,1259049386.047,9.87,23.057,0.999,Low_Frequency_Burst
2371,1259049984.609,15.701,3872.13,0.901,Scattered_Light
2372,1259050094.516,8.061,23.057,0.952,Low_Frequency_Burst
2373,1259050853.115,11.631,2500.151,1.0,Blip
2374,1259050924.906,18.774,2565.872,1.0,Scattered_Light
2375,1259051463.906,9.628,32.7,0.999,Scattered_Light
2376,1259051978.729,8.497,71.925,1.0,Blip
2377,1259051986.701,9.009,80.907,1.0,Blip
2378,1259053352.447,9.452,78.045,0.946,Tomte
2379,1259053607.531,10.064,3133.541,0.967,Low_Frequency_Burst
2380,1259057159.217,8.384,3211.946,1.0,Blip
2381,1259057315.393,8.774,78.045,0.998,Blip
2382,1259057795.461,8.752,26.59,0.986,Low_Frequency_Burst
2383,1259058664.344,10.754,2409.4,0.992,Power_Line
2384,1259072116.516,7.743,46.695,1.0,Air_Compressor
2385,1259072319.453,7.849,57.94,0.912,Power_Line
2386,1259072763.781,8.292,66.15,0.998,Power_Line
2387,1259073410.285,7.844,63.212,0.949,Tomte
2388,1259073628.094,15.318,3985.119,1.0,Scattered_Light
2389,1259074422.922,8.668,23.057,0.994,Low_Frequency_Burst
2390,1259074728.128,7.576,116.29,1.0,Blip
2391,1259074765.154,10.575,89.302,0.989,Tomte
2392,1259075175.281,9.038,23.057,0.925,Low_Frequency_Burst
2393,1259075484.531,10.909,3985.119,0.99,Scattered_Light
2394,1259076366.469,14.425,2708.256,1.0,Scattered_Light
2395,1259076578.158,7.897,78.045,0.955,Blip
2396,1259076604.219,12.929,2674.583,1.0,Scattered_Light
2397,1259076834.188,9.646,2489.561,0.999,Low_Frequency_Lines
2398,1259076983.031,9.637,3985.119,0.999,Scattered_Light
2399,1259077161.594,6750.229,2634.428,1.0,Extremely_Loud
2400,1259077589.045,10.275,2920.99,0.91,Tomte
2401,1259077607.256,14.79,110.258,0.965,Blip
2402,1259077724.156,19.041,1966.782,1.0,Scattered_Light
2403,1259078062.594,10.824,3883.751,0.999,Scattered_Light
2404,1259078387.404,7.784,855.512,1.0,Blip
2405,1259078663.094,9.107,3883.751,0.935,Scattered_Light
2406,1259079017.557,7.922,65.53,0.999,Blip
2407,1259079910.338,7.668,1044.43,0.942,Tomte
2408,1259079984.291,7.606,80.907,1.0,Blip
2409,1259080758.453,7.675,23.057,0.982,Low_Frequency_Burst
2410,1259082094.813,10.526,3703.979,0.986,Low_Frequency_Lines
2411,1259082215.719,8.313,1017.824,0.921,Air_Compressor
2412,1259082580.127,9.96,78.045,0.938,Blip
2413,1259082990.719,8.481,3082.807,0.998,Scattered_Light
2414,1259083180.563,10.489,3881.874,0.994,Low_Frequency_Lines
2415,1259083795.344,18.655,2757.861,1.0,Scattered_Light
2416,1259084000.219,16.841,3369.126,1.0,Scattered_Light
2417,1259084004.271,9.885,93.497,1.0,Blip
2418,1259084124.985,14.58,2500.151,0.998,Blip
2419,1259084728.016,7.613,45.482,1.0,Air_Compressor
2420,1259085169.23,8.233,63.212,0.957,Tomte
2421,1259086025.906,21.518,38.215,1.0,Scattered_Light
2422,1259087229.264,7.619,58.255,1.0,Blip
2423,1259088166.307,7.634,84.44,0.999,Blip
2424,1259090089.684,11.033,73.85,0.947,Tomte
2425,1259090192.934,8.245,51.198,0.989,Tomte
2426,1259090435.65,9.419,89.302,0.95,Tomte
2427,1259090763.531,15.812,3240.109,1.0,Scattered_Light
2428,1259090898.582,7.59,89.302,0.939,Tomte
2429,1259091844.438,7.669,2651.144,1.0,Low_Frequency_Lines
2430,1259092416.752,7.775,90.968,0.979,Blip
2431,1259092487.215,8.948,1415.018,0.968,Tomte
2432,1259092838.033,8.966,89.302,0.918,Blip
2433,1259094321.281,8.146,3908.818,1.0,Low_Frequency_Lines
2434,1259094896.469,13.371,3983.241,0.999,Scattered_Light
2435,1259095135.719,21.475,2720.609,0.999,Scattered_Light
2436,1259095615.719,8.448,20.195,0.991,Low_Frequency_Lines
2437,1259096084.906,19.526,3703.979,1.0,Scattered_Light
2438,1259096827.234,15.06,30.952,0.948,Low_Frequency_Burst
2439,1259097138.922,20.01,2672.706,0.989,Scattered_Light
2440,1259098071.074,499.997,3945.854,1.0,Extremely_Loud
2441,1259098191.152,10.384,89.302,0.978,Tomte
2442,1259098210.031,9.01,1928.011,0.991,Low_Frequency_Lines
2443,1259101151.674,9.652,91.18,0.998,Blip
2444,1259101915.313,7.967,3240.109,0.986,Low_Frequency_Lines
2445,1259102530.219,8.334,3582.116,0.989,Low_Frequency_Lines
2446,1259103244.156,7.799,2731.998,0.997,Low_Frequency_Lines
2447,1259103666.656,7.901,3298.676,0.938,Low_Frequency_Lines
2448,1259103688.48,7.961,3728.798,0.902,Tomte
2449,1259103856.131,7.697,68.391,0.998,Blip
2450,1259103939.16,10.984,89.302,0.996,Tomte
2451,1259104656.531,8.556,20.838,0.948,Low_Frequency_Lines
2452,1259104756.101,7.791,143.579,0.999,Blip
2453,1259105379.043,485.149,3983.241,1.0,Extremely_Loud
2454,1259108005.281,10.151,131.936,0.907,Scattered_Light
2455,1259110967.598,239.602,550.03,1.0,Extremely_Loud
2456,1259111374.344,10.336,23.057,0.942,Low_Frequency_Lines
2457,1259113893.082,8.172,61.335,0.993,Tomte
2458,1259116058.219,8.881,3490.641,0.953,Low_Frequency_Lines
2459,1259117144.969,11.564,3983.241,0.979,Low_Frequency_Burst
2460,1259119105.781,7.53,17.877,0.997,Low_Frequency_Burst
2461,1259120841.969,9.341,2195.579,0.984,Low_Frequency_Burst
2462,1259120943.605,1772.192,3799.787,1.0,Extremely_Loud
2463,1259122098.563,8.385,2757.861,0.96,Low_Frequency_Lines
2464,1259124496.172,10.1,882.203,0.997,Low_Frequency_Burst
2465,1259125251.777,10.477,73.85,0.987,Tomte
2466,1259127209.631,8.135,61.335,0.939,Tomte
2467,1259128923.459,8.716,50.045,0.927,Blip
2468,1259135350.457,7.799,51.198,0.962,Tomte
2469,1259146983.648,10.662,330.175,1.0,Whistle
2470,1259147662.824,10.989,3464.271,0.991,Tomte
2471,1259147813.846,9.447,78.045,0.996,Blip
2472,1259149653.816,9.251,3983.241,0.992,Tomte
2473,1259150620.539,9.03,386.276,0.998,Whistle
2474,1259150989.129,9.117,61.335,0.992,Tomte
2475,1259151060.406,14.23,26.59,0.979,Low_Frequency_Lines
2476,1259151771.348,8.478,52.202,0.959,Tomte
2477,1259152341.855,8.465,61.335,0.997,Tomte
2478,1259152745.508,7.916,297.162,0.983,Whistle
2479,1259154788.503,20.53,836.138,0.998,Blip
2480,1259156538.129,7.778,73.85,0.966,Tomte
2481,1259158285.535,9.755,61.335,1.0,Tomte
2482,1259158840.717,7.597,78.045,1.0,Blip
2483,1259159886.043,12.208,89.302,0.999,Tomte
2484,1259161888.912,10.819,3409.167,0.994,Tomte
2485,1259161895.379,9.874,73.85,0.998,Tomte
2486,1259163560.375,7.581,20.411,0.996,Low_Frequency_Lines
2487,1259164710.031,8.968,2360.253,0.998,Low_Frequency_Lines
2488,1259164713.393,8.16,61.335,0.976,Tomte
2489,1259165092.855,9.032,61.335,0.935,Tomte
