GPStime,snr,label,Q-value
1257468837.938,17.404,Scattered_Light,45.255
1257468842.438,10.513,Scattered_Light,45.255
1257468856.813,21.941,Scattered_Light,45.255
1257468860.563,83.467,Scattered_Light,45.255
1257468864.438,12.643,Scattered_Light,45.255
1257468909.586,7.581,Blip_Low_Frequency,5.657
1257468979.813,15.027,Scattered_Light,45.255
1257468983.125,43.816,Scattered_Light,45.255
1257468987.313,52.499,Scattered_Light,45.255
1257469004.375,9.164,Scattered_Light,45.255
1257469007.938,34.042,Scattered_Light,45.255
1257469050.684,11.041,Tomte,5.657
1257469137.625,8.05,Scattered_Light,45.255
1257469141.813,10.27,Scattered_Light,45.255
1257469153.754,19.838,Tomte,5.657
1257469221.063,8.871,Scattered_Light,45.255
1257469224.813,11.893,Scattered_Light,45.255
1257469314.313,7.864,Scattered_Light,45.255
1257469329.682,9.212,Blip_Low_Frequency,5.657
1257469387.938,8.833,Scattered_Light,45.255
1257469392.625,9.759,Scattered_Light,45.255
1257469397.438,12.956,Scattered_Light,45.255
1257469400.813,29.683,Scattered_Light,45.255
1257469404.563,31.083,Scattered_Light,45.255
1257469412.063,9.046,Scattered_Light,45.255
1257469537.063,10.514,Scattered_Light,45.255
1257469540.313,11.722,Scattered_Light,45.255
1257469543.688,13.646,Scattered_Light,45.255
1257469580.895,13.899,Tomte,5.657
1257469597.902,17.924,Tomte,5.657
1257469624.563,14.831,Scattered_Light,45.255
1257469627.625,10.887,Scattered_Light,45.255
1257469682.563,8.258,Scattered_Light,45.255
1257469686.188,42.043,Scattered_Light,45.255
1257469689.688,8.533,Scattered_Light,45.255
1257469704.938,10.12,Scattered_Light,45.255
1257469712.813,13.347,Scattered_Light,45.255
1257469738.426,19.73,Tomte,5.657
1257469742.938,14.377,Scattered_Light,45.255
1257469746.125,13.072,Scattered_Light,45.255
1257469751.293,11.233,Tomte,5.657
1257469844.688,160.769,Scattered_Light,45.255
1257469855.375,19.965,Scattered_Light,45.255
1257469858.938,26.624,Scattered_Light,45.255
1257469862.438,7.519,Scattered_Light,45.255
1257469869.471,10.536,Blip_Low_Frequency,5.657
1257469890.512,11.245,Tomte,5.657
1257469905.313,7.792,Scattered_Light,45.255
1257469939.465,7.625,Blip_Low_Frequency,5.657
1257470064.625,8.796,Low_Frequency_Lines,45.255
1257470086.889,16.359,Tomte,5.657
1257470116.589,757.502,Extremely_Loud,5.657
1257470126.188,44.837,Scattered_Light,45.255
1257470132.813,9.245,Scattered_Light,45.255
1257470159.188,16.445,Scattered_Light,45.255
1257470162.875,29.974,Scattered_Light,45.255
1257470167.313,10.294,Scattered_Light,45.255
1257470170.781,8.334,Scattered_Light,45.255
1257470206.625,24.028,Scattered_Light,45.255
1257470209.938,7.562,Scattered_Light,45.255
1257470280.938,9.122,Scattered_Light,45.255
1257470284.563,8.095,Scattered_Light,45.255
1257470340.563,17.453,Scattered_Light,45.255
1257470352.279,41.637,Blip,5.657
1257470412.654,15.53,Tomte,5.657
1257470421.313,42.225,Scattered_Light,45.255
1257470425.063,23.699,Scattered_Light,45.255
1257470481.438,13.234,Scattered_Light,45.255
1257470484.813,39.938,Scattered_Light,45.255
1257470488.563,99.069,Scattered_Light,45.255
1257470515.938,12.574,Scattered_Light,45.255
1257470534.375,18.125,Scattered_Light,45.255
1257470538.125,13.72,Scattered_Light,45.255
1257470587.121,43.136,Tomte,5.657
1257470639.688,9.025,Scattered_Light,45.255
1257470673.188,8.834,Scattered_Light,45.255
1257470677.063,103.482,Scattered_Light,45.255
1257470684.125,13.637,Scattered_Light,45.255
1257470736.781,34.875,Scattered_Light,45.255
1257470741.188,57.517,Scattered_Light,45.255
1257470744.719,34.464,Scattered_Light,45.255
1257470748.438,42.787,Scattered_Light,45.255
1257470830.625,21.671,Scattered_Light,45.255
1257470834.375,17.773,Scattered_Light,45.255
1257470837.938,39.731,Scattered_Light,45.255
1257470841.438,13.914,Scattered_Light,45.255
1257470845.125,13.923,Scattered_Light,45.255
1257470942.813,9.88,Scattered_Light,45.255
1257471023.324,10.003,Blip_Low_Frequency,5.657
1257471023.943,10.632,Blip_Low_Frequency,5.657
1257471030.613,30.071,Tomte,5.657
1257471073.625,8.561,Low_Frequency_Lines,45.255
1257471135.813,72.752,Scattered_Light,45.255
1257471139.438,10.539,Scattered_Light,45.255
1257471292.563,9.468,Scattered_Light,45.255
1257471296.063,9.311,Scattered_Light,45.255
1257471299.813,10.662,Scattered_Light,45.255
1257471302.938,41.148,Scattered_Light,45.255
1257471359.188,8.986,Scattered_Light,45.255
1257471362.625,24.751,Scattered_Light,45.255
1257471419.063,8.532,Scattered_Light,45.255
1257471426.438,100.708,Scattered_Light,45.255
1257471441.813,9.158,Scattered_Light,45.255
1257471604.125,37.251,Scattered_Light,45.255
1257471607.563,8.879,Scattered_Light,45.255
1257471628.813,8.085,Scattered_Light,45.255
1257471651.479,8.791,Blip_Low_Frequency,5.657
1257471807.874,103.175,Koi_Fish,5.657
1257471814.926,25.958,Tomte,5.657
1257471831.938,11.846,Scattered_Light,45.255
1257471858.625,45.135,Scattered_Light,45.255
1257471862.438,18.591,Scattered_Light,22.627
1257471866.438,41.478,Scattered_Light,45.255
1257471875.813,59.516,Scattered_Light,45.255
1257471884.188,12.021,Scattered_Light,45.255
1257471888.938,11.99,Scattered_Light,45.255
1257471893.125,10.019,Scattered_Light,45.255
1257471896.938,29.129,Scattered_Light,45.255
1257471926.438,8.475,Scattered_Light,45.255
1257471930.563,39.85,Scattered_Light,45.255
1257471934.031,16.518,Scattered_Light,45.255
1257471937.938,8.325,Scattered_Light,45.255
1257471981.688,58.433,Scattered_Light,45.255
1257471994.813,18.21,Scattered_Light,45.255
1257471998.313,140.145,Scattered_Light,45.255
1257472028.692,392.818,Koi_Fish,5.657
1257472072.59,25.343,Tomte,5.657
1257472114.527,17.534,Tomte,5.657
1257472189.125,36.146,Scattered_Light,45.255
1257472251.668,16.51,Tomte,5.657
1257472285.438,11.738,Scattered_Light,45.255
1257472296.813,14.655,Scattered_Light,45.255
1257472300.375,20.227,Scattered_Light,45.255
1257472385.184,1340.877,Extremely_Loud,11.314
1257472606.906,89.49,Scattered_Light,45.255
1257472615.125,20.807,Scattered_Light,45.255
1257472618.875,168.325,Scattered_Light,45.255
1257472626.313,144.04,Scattered_Light,45.255
1257472762.351,127.736,Koi_Fish,5.657
1257472799.125,9.947,Scattered_Light,45.255
1257472802.813,8.317,Scattered_Light,45.255
1257472806.125,8.371,Scattered_Light,45.255
1257472843.438,8.836,Scattered_Light,45.255
1257472847.063,11.588,Scattered_Light,45.255
1257472858.561,12.408,Blip_Low_Frequency,5.657
1257472863.688,86.335,Scattered_Light,45.255
1257472884.688,8.144,Scattered_Light,45.255
1257472888.188,10.054,Scattered_Light,45.255
1257472892.938,10.162,Scattered_Light,45.255
1257472928.369,41.566,Koi_Fish,5.657
1257472952.813,8.052,Scattered_Light,45.255
1257472956.625,13.691,Scattered_Light,45.255
1257472960.438,58.488,Scattered_Light,45.255
1257472964.813,10.324,Scattered_Light,45.255
1257473035.938,9.65,Scattered_Light,45.255
1257473039.313,10.313,Scattered_Light,45.255
1257473249.504,7.77,Blip_Low_Frequency,5.657
1257473311.094,7.515,Low_Frequency_Burst,11.314
1257473314.375,12.891,Scattered_Light,45.255
1257473318.375,11.169,Scattered_Light,45.255
1257473541.723,22.435,Tomte,5.657
1257473554.688,11.441,Scattered_Light,45.255
1257473640.375,33.028,Scattered_Light,45.255
1257473644.125,12.842,Scattered_Light,45.255
1257473657.875,17.809,Scattered_Light,45.255
1257473658.125,21.09,Scattered_Light,45.255
1257473676.625,28.495,Scattered_Light,45.255
1257473683.77,10.468,Tomte,5.657
1257473684.813,9.363,Scattered_Light,45.255
1257473720.438,12.442,Scattered_Light,45.255
1257473723.688,11.094,Scattered_Light,45.255
1257473763.402,14.049,Tomte,5.657
1257473777.793,9.967,Blip_Low_Frequency,5.657
1257473844.375,15.139,Scattered_Light,45.255
1257473848.125,24.532,Scattered_Light,45.255
1257473889.438,7.918,Scattered_Light,45.255
1257473922.613,7.598,Blip_Low_Frequency,5.657
1257473944.512,79.25,Tomte,5.657
1257473989.582,11.233,Blip_Low_Frequency,5.657
1257474008.91,2433.658,Extremely_Loud,11.314
1257474085.625,43.317,Scattered_Light,45.255
1257474093.313,37.588,Scattered_Light,45.255
1257474110.188,133.69,Scattered_Light,45.255
1257474120.141,1618.212,Koi_Fish,5.657
1257474175.563,10.872,Scattered_Light,45.255
1257474237.938,10.933,Scattered_Light,45.255
1257474417.625,21.376,Scattered_Light,45.255
1257474421.313,13.888,Scattered_Light,45.255
1257474463.188,17.053,Scattered_Light,45.255
1257474476.563,10.797,Scattered_Light,45.255
1257474625.938,12.273,Scattered_Light,45.255
1257474629.563,10.221,Scattered_Light,45.255
1257474656.438,13.984,Scattered_Light,45.255
1257474659.938,8.549,Scattered_Light,45.255
1257474688.313,11.424,Scattered_Light,45.255
1257474691.938,52.289,Scattered_Light,45.255
1257474716.918,9.51,Tomte,5.657
1257474759.688,43.471,Scattered_Light,45.255
1257474763.188,113.995,Scattered_Light,45.255
1257474770.063,25.382,Scattered_Light,45.255
1257474861.824,9.292,Tomte,5.657
1257474935.188,10.926,Scattered_Light,45.255
1257474977.071,11.034,Blip,5.657
1257474979.813,44.314,Scattered_Light,45.255
1257474984.125,24.304,Scattered_Light,45.255
1257474989.566,15.519,Tomte,5.657
1257475052.938,13.675,Scattered_Light,45.255
1257475056.594,33.264,Scattered_Light,45.255
1257475060.125,21.334,Scattered_Light,45.255
1257475109.188,15.559,Scattered_Light,45.255
1257475112.563,112.265,Scattered_Light,45.255
1257475269.563,9.098,Scattered_Light,45.255
1257475272.813,59.253,Scattered_Light,45.255
1257475294.438,13.101,Scattered_Light,45.255
1257475298.813,12.603,Scattered_Light,45.255
1257475303.063,45.555,Scattered_Light,45.255
1257475307.125,27.594,Scattered_Light,45.255
1257475311.313,8.647,Scattered_Light,45.255
1257475321.188,8.282,Scattered_Light,45.255
1257475324.563,43.135,Scattered_Light,45.255
1257475365.281,20.521,Scattered_Light,45.255
1257475368.688,92.681,Scattered_Light,45.255
1257475371.844,48.966,Scattered_Light,45.255
1257475376.063,54.844,Scattered_Light,45.255
1257475413.66,28.019,Tomte,5.657
1257475465.938,8.307,Scattered_Light,45.255
1257475469.625,21.364,Scattered_Light,45.255
1257475473.688,19.885,Scattered_Light,45.255
1257475477.438,17.013,Scattered_Light,45.255
1257475487.063,7.969,Scattered_Light,45.255
1257475554.906,10.192,Scattered_Light,45.255
1257475568.125,34.645,Scattered_Light,45.255
1257475571.313,35.216,Scattered_Light,45.255
1257475575.625,15.69,Scattered_Light,45.255
1257475647.531,11.333,Scattered_Light,45.255
1257475652.063,11.117,Scattered_Light,45.255
1257475655.688,12.899,Scattered_Light,45.255
1257475715.063,7.86,Scattered_Light,45.255
1257475718.938,11.998,Scattered_Light,45.255
1257475723.063,50.179,Scattered_Light,45.255
1257475730.563,49.18,Scattered_Light,45.255
1257475730.563,49.18,Scattered_Light,45.255
1257475730.563,49.18,Scattered_Light,45.255
1257475730.563,49.18,Scattered_Light,45.255
1257475811.313,44.259,Scattered_Light,45.255
1257475811.313,44.259,Scattered_Light,45.255
1257475811.313,44.259,Scattered_Light,45.255
1257475818.438,182.998,Scattered_Light,45.255
1257475818.438,182.998,Scattered_Light,45.255
1257475818.438,182.998,Scattered_Light,45.255
1257475825.438,66.345,Scattered_Light,45.255
1257475825.438,66.345,Scattered_Light,45.255
1257475825.438,66.345,Scattered_Light,45.255
1257475826.031,57.919,Scattered_Light,45.255
1257475826.031,57.919,Scattered_Light,45.255
1257475826.031,57.919,Scattered_Light,45.255
1257475829.438,11.326,Scattered_Light,45.255
1257475829.438,11.326,Scattered_Light,45.255
1257475829.438,11.326,Scattered_Light,45.255
1257475852.031,9.352,Scattered_Light,45.255
1257475852.031,9.352,Scattered_Light,45.255
1257475852.031,9.352,Scattered_Light,45.255
1257475855.438,8.522,Scattered_Light,45.255
1257475855.438,8.522,Scattered_Light,45.255
1257475855.438,8.522,Scattered_Light,45.255
1257475896.313,14.035,Scattered_Light,45.255
1257475896.313,14.035,Scattered_Light,45.255
1257475896.313,14.035,Scattered_Light,45.255
1257475899.813,8.711,Scattered_Light,45.255
1257475899.813,8.711,Scattered_Light,45.255
1257475899.813,8.711,Scattered_Light,45.255
1257475967.063,10.377,Scattered_Light,45.255
1257475967.063,10.377,Scattered_Light,45.255
1257475967.063,10.377,Scattered_Light,45.255
1257475970.563,33.159,Scattered_Light,45.255
1257475970.563,33.159,Scattered_Light,45.255
1257475970.563,33.159,Scattered_Light,45.255
1257475973.875,17.193,Scattered_Light,45.255
1257475973.875,17.193,Scattered_Light,45.255
1257475973.875,17.193,Scattered_Light,45.255
1257475977.438,37.271,Scattered_Light,45.255
1257475977.438,37.271,Scattered_Light,45.255
1257475977.438,37.271,Scattered_Light,45.255
1257475998.043,15.774,Tomte,5.657
1257475998.043,15.774,Tomte,5.657
1257475998.043,15.774,Tomte,5.657
1257476051.623,10.6,Blip_Low_Frequency,5.657
1257476051.623,10.6,Blip_Low_Frequency,5.657
1257476051.623,10.6,Blip_Low_Frequency,5.657
1257476057.688,9.204,Scattered_Light,45.255
1257476057.688,9.204,Scattered_Light,45.255
1257476057.688,9.204,Scattered_Light,45.255
1257476060.875,25.929,Scattered_Light,45.255
1257476060.875,25.929,Scattered_Light,45.255
1257476060.875,25.929,Scattered_Light,45.255
1257476064.563,12.97,Scattered_Light,45.255
1257476064.563,12.97,Scattered_Light,45.255
1257476064.563,12.97,Scattered_Light,45.255
1257476086.625,18.33,Scattered_Light,45.255
1257476086.625,18.33,Scattered_Light,45.255
1257476086.625,18.33,Scattered_Light,45.255
1257476131.307,25.614,Tomte,5.657
1257476131.307,25.614,Tomte,5.657
1257476131.307,25.614,Tomte,5.657
1257476133.813,8.83,Scattered_Light,45.255
1257476133.813,8.83,Scattered_Light,45.255
1257476133.813,8.83,Scattered_Light,45.255
1257476162.676,8.453,Blip_Low_Frequency,5.657
1257476162.676,8.453,Blip_Low_Frequency,5.657
1257476162.676,8.453,Blip_Low_Frequency,5.657
1257476181.063,10.363,Scattered_Light,45.255
1257476181.063,10.363,Scattered_Light,45.255
1257476181.063,10.363,Scattered_Light,45.255
1257476184.875,12.656,Scattered_Light,45.255
1257476184.875,12.656,Scattered_Light,45.255
1257476184.875,12.656,Scattered_Light,45.255
1257476189.063,13.651,Scattered_Light,45.255
1257476189.063,13.651,Scattered_Light,45.255
1257476189.063,13.651,Scattered_Light,45.255
1257476232.73,23.346,Tomte,5.657
1257476232.73,23.346,Tomte,5.657
1257476232.73,23.346,Tomte,5.657
1257476266.563,14.239,Scattered_Light,45.255
1257476266.563,14.239,Scattered_Light,45.255
1257476266.563,14.239,Scattered_Light,45.255
1257476335.656,7.704,Low_Frequency_Lines,22.627
1257476335.656,7.704,Low_Frequency_Lines,22.627
1257476335.656,7.704,Low_Frequency_Lines,22.627
1257476390.563,12.798,Scattered_Light,45.255
1257476390.563,12.798,Scattered_Light,45.255
1257476390.563,12.798,Scattered_Light,45.255
1257476395.063,27.904,Scattered_Light,45.255
1257476395.063,27.904,Scattered_Light,45.255
1257476395.063,27.904,Scattered_Light,45.255
1257476398.563,10.285,Scattered_Light,45.255
1257476398.563,10.285,Scattered_Light,45.255
1257476398.563,10.285,Scattered_Light,45.255
1257476416.092,7.731,Tomte,11.314
1257476416.092,7.731,Tomte,11.314
1257476416.092,7.731,Tomte,11.314
1257476476.938,11.338,Scattered_Light,45.255
1257476476.938,11.338,Scattered_Light,45.255
1257476476.938,11.338,Scattered_Light,45.255
1257476480.438,14.524,Scattered_Light,45.255
1257476480.438,14.524,Scattered_Light,45.255
1257476480.438,14.524,Scattered_Light,45.255
1257476484.313,59.563,Scattered_Light,45.255
1257476484.313,59.563,Scattered_Light,45.255
1257476484.313,59.563,Scattered_Light,45.255
1257476528.313,14.526,Scattered_Light,45.255
1257476528.313,14.526,Scattered_Light,45.255
1257476528.313,14.526,Scattered_Light,45.255
1257476532.375,9.378,Scattered_Light,45.255
1257476532.375,9.378,Scattered_Light,45.255
1257476532.375,9.378,Scattered_Light,45.255
1257476536.813,10.363,Scattered_Light,45.255
1257476536.813,10.363,Scattered_Light,45.255
1257476536.813,10.363,Scattered_Light,45.255
1257476540.375,24.13,Scattered_Light,45.255
1257476540.375,24.13,Scattered_Light,45.255
1257476540.375,24.13,Scattered_Light,45.255
1257476543.938,16.702,Scattered_Light,45.255
1257476543.938,16.702,Scattered_Light,45.255
1257476543.938,16.702,Scattered_Light,45.255
1257476547.563,24.931,Scattered_Light,45.255
1257476547.563,24.931,Scattered_Light,45.255
1257476547.563,24.931,Scattered_Light,45.255
1257476551.125,10.274,Scattered_Light,45.255
1257476551.125,10.274,Scattered_Light,45.255
1257476551.125,10.274,Scattered_Light,45.255
1257476569.176,20.23,Tomte,5.657
1257476569.176,20.23,Tomte,5.657
1257476569.176,20.23,Tomte,5.657
1257476589.952,455.311,Extremely_Loud,5.657
1257476589.952,455.311,Extremely_Loud,5.657
1257476589.952,455.311,Extremely_Loud,5.657
1257476634.625,11.892,Scattered_Light,45.255
1257476634.625,11.892,Scattered_Light,45.255
1257476634.625,11.892,Scattered_Light,45.255
1257476685.938,8.595,Scattered_Light,45.255
1257476685.938,8.595,Scattered_Light,45.255
1257476685.938,8.595,Scattered_Light,45.255
1257476689.625,20.884,Scattered_Light,45.255
1257476689.625,20.884,Scattered_Light,45.255
1257476689.625,20.884,Scattered_Light,45.255
1257476693.313,68.677,Scattered_Light,45.255
1257476693.313,68.677,Scattered_Light,45.255
1257476693.313,68.677,Scattered_Light,45.255
1257476697.313,20.618,Scattered_Light,45.255
1257476697.313,20.618,Scattered_Light,45.255
1257476697.313,20.618,Scattered_Light,45.255
1257476700.688,8.524,Scattered_Light,45.255
1257476700.688,8.524,Scattered_Light,45.255
1257476700.688,8.524,Scattered_Light,45.255
1257476720.911,617.657,Extremely_Loud,5.657
1257476720.911,617.657,Extremely_Loud,5.657
1257476720.911,617.657,Extremely_Loud,5.657
1257476739.563,10.991,Scattered_Light,45.255
1257476739.563,10.991,Scattered_Light,45.255
1257476739.563,10.991,Scattered_Light,45.255
1257476743.375,10.962,Scattered_Light,45.255
1257476743.375,10.962,Scattered_Light,45.255
1257476743.375,10.962,Scattered_Light,45.255
1257476747.063,10.508,Scattered_Light,45.255
1257476747.063,10.508,Scattered_Light,45.255
1257476747.063,10.508,Scattered_Light,45.255
1257476826.871,24.896,Tomte,5.657
1257476826.871,24.896,Tomte,5.657
1257476826.871,24.896,Tomte,5.657
1257476831.613,10.054,Tomte,5.657
1257476831.613,10.054,Tomte,5.657
1257476831.613,10.054,Tomte,5.657
1257476931.688,11.398,Scattered_Light,45.255
1257476931.688,11.398,Scattered_Light,45.255
1257476931.688,11.398,Scattered_Light,45.255
1257476933.707,9.947,Blip_Low_Frequency,5.657
1257476933.707,9.947,Blip_Low_Frequency,5.657
1257476933.707,9.947,Blip_Low_Frequency,5.657
1257476935.438,20.154,Scattered_Light,45.255
1257476935.438,20.154,Scattered_Light,45.255
1257476935.438,20.154,Scattered_Light,45.255
1257476939.438,10.293,Scattered_Light,45.255
1257476939.438,10.293,Scattered_Light,45.255
1257476939.438,10.293,Scattered_Light,45.255
1257476943.063,7.97,Scattered_Light,45.255
1257476943.063,7.97,Scattered_Light,45.255
1257476943.063,7.97,Scattered_Light,45.255
1257477105.813,9.736,Scattered_Light,45.255
1257477105.813,9.736,Scattered_Light,45.255
1257477105.813,9.736,Scattered_Light,45.255
1257477115.875,12.786,Scattered_Light,45.255
1257477115.875,12.786,Scattered_Light,45.255
1257477115.875,12.786,Scattered_Light,45.255
1257477119.688,21.098,Scattered_Light,45.255
1257477119.688,21.098,Scattered_Light,45.255
1257477119.688,21.098,Scattered_Light,45.255
1257477123.063,8.445,Scattered_Light,45.255
1257477123.063,8.445,Scattered_Light,45.255
1257477123.063,8.445,Scattered_Light,45.255
1257477163.154,47.383,Koi_Fish,5.657
1257477163.154,47.383,Koi_Fish,5.657
1257477163.154,47.383,Koi_Fish,5.657
1257477170.688,9.702,Scattered_Light,45.255
1257477170.688,9.702,Scattered_Light,45.255
1257477170.688,9.702,Scattered_Light,45.255
1257477174.188,11.656,Scattered_Light,45.255
1257477174.188,11.656,Scattered_Light,45.255
1257477174.188,11.656,Scattered_Light,45.255
1257477177.188,9.638,Scattered_Light,45.255
1257477177.188,9.638,Scattered_Light,45.255
1257477177.188,9.638,Scattered_Light,45.255
1257477180.625,20.802,Scattered_Light,45.255
1257477180.625,20.802,Scattered_Light,45.255
1257477180.625,20.802,Scattered_Light,45.255
1257477184.063,10.244,Scattered_Light,45.255
1257477184.063,10.244,Scattered_Light,45.255
1257477184.063,10.244,Scattered_Light,45.255
1257477232.559,30.15,Tomte,5.657
1257477232.559,30.15,Tomte,5.657
1257477232.559,30.15,Tomte,5.657
1257477382.938,32.332,Scattered_Light,45.255
1257477382.938,32.332,Scattered_Light,45.255
1257477382.938,32.332,Scattered_Light,45.255
1257477386.063,47.864,Scattered_Light,45.255
1257477386.063,47.864,Scattered_Light,45.255
1257477386.063,47.864,Scattered_Light,45.255
1257477449.938,53.909,Scattered_Light,45.255
1257477449.938,53.909,Scattered_Light,45.255
1257477449.938,53.909,Scattered_Light,45.255
1257477453.563,40.199,Scattered_Light,45.255
1257477453.563,40.199,Scattered_Light,45.255
1257477453.563,40.199,Scattered_Light,45.255
1257477457.063,11.393,Scattered_Light,45.255
1257477457.063,11.393,Scattered_Light,45.255
1257477457.063,11.393,Scattered_Light,45.255
1257477460.438,62.667,Scattered_Light,45.255
1257477460.438,62.667,Scattered_Light,45.255
1257477460.438,62.667,Scattered_Light,45.255
1257477463.906,16.566,Scattered_Light,45.255
1257477463.906,16.566,Scattered_Light,45.255
1257477463.906,16.566,Scattered_Light,45.255
1257477467.313,8.713,Scattered_Light,45.255
1257477467.313,8.713,Scattered_Light,45.255
1257477467.313,8.713,Scattered_Light,45.255
1257477471.063,8.412,Scattered_Light,45.255
1257477471.063,8.412,Scattered_Light,45.255
1257477471.063,8.412,Scattered_Light,45.255
1257477477.625,14.072,Scattered_Light,45.255
1257477477.625,14.072,Scattered_Light,45.255
1257477477.625,14.072,Scattered_Light,45.255
1257477501.551,9.659,Tomte,5.657
1257477501.551,9.659,Tomte,5.657
1257477501.551,9.659,Tomte,5.657
1257477538.188,41.951,Scattered_Light,45.255
1257477538.188,41.951,Scattered_Light,45.255
1257477538.188,41.951,Scattered_Light,45.255
1257477542.219,34.528,Scattered_Light,45.255
1257477542.219,34.528,Scattered_Light,45.255
1257477542.219,34.528,Scattered_Light,45.255
1257477553.844,87.425,Scattered_Light,45.255
1257477553.844,87.425,Scattered_Light,45.255
1257477553.844,87.425,Scattered_Light,45.255
1257477560.688,14.653,Scattered_Light,45.255
1257477560.688,14.653,Scattered_Light,45.255
1257477560.688,14.653,Scattered_Light,45.255
1257477597.621,18.573,Tomte,5.657
1257477597.621,18.573,Tomte,5.657
1257477597.621,18.573,Tomte,5.657
1257477610.438,8.328,Scattered_Light,45.255
1257477610.438,8.328,Scattered_Light,45.255
1257477610.438,8.328,Scattered_Light,45.255
1257477613.438,9.893,Scattered_Light,45.255
1257477613.438,9.893,Scattered_Light,45.255
1257477613.438,9.893,Scattered_Light,45.255
1257477634.438,8.131,Scattered_Light,45.255
1257477634.438,8.131,Scattered_Light,45.255
1257477634.438,8.131,Scattered_Light,45.255
1257477637.563,18.84,Scattered_Light,45.255
1257477637.563,18.84,Scattered_Light,45.255
1257477637.563,18.84,Scattered_Light,45.255
1257477654.656,33.88,Scattered_Light,45.255
1257477654.656,33.88,Scattered_Light,45.255
1257477654.656,33.88,Scattered_Light,45.255
1257477658.313,15.479,Scattered_Light,45.255
1257477658.313,15.479,Scattered_Light,45.255
1257477658.313,15.479,Scattered_Light,45.255
1257477663.723,9.429,Blip_Low_Frequency,5.657
1257477663.723,9.429,Blip_Low_Frequency,5.657
1257477663.723,9.429,Blip_Low_Frequency,5.657
1257477666.313,9.488,Scattered_Light,45.255
1257477666.313,9.488,Scattered_Light,45.255
1257477666.313,9.488,Scattered_Light,45.255
1257477700.188,10.206,Scattered_Light,45.255
1257477700.188,10.206,Scattered_Light,45.255
1257477700.188,10.206,Scattered_Light,45.255
1257477703.438,11.15,Scattered_Light,45.255
1257477703.438,11.15,Scattered_Light,45.255
1257477703.438,11.15,Scattered_Light,45.255
1257477707.188,8.692,Scattered_Light,45.255
1257477707.188,8.692,Scattered_Light,45.255
1257477707.188,8.692,Scattered_Light,45.255
1257477732.488,10.499,Tomte,5.657
1257477732.488,10.499,Tomte,5.657
1257477732.488,10.499,Tomte,5.657
1257477831.063,9.745,Scattered_Light,45.255
1257477831.063,9.745,Scattered_Light,45.255
1257477831.063,9.745,Scattered_Light,45.255
1257477870.688,8.607,Scattered_Light,45.255
1257477870.688,8.607,Scattered_Light,45.255
1257477870.688,8.607,Scattered_Light,45.255
1257477874.375,14.288,Scattered_Light,45.255
1257477874.375,14.288,Scattered_Light,45.255
1257477874.375,14.288,Scattered_Light,45.255
1257477877.875,24.678,Scattered_Light,45.255
1257477877.875,24.678,Scattered_Light,45.255
1257477877.875,24.678,Scattered_Light,45.255
1257477885.938,47.984,Scattered_Light,45.255
1257477885.938,47.984,Scattered_Light,45.255
1257477885.938,47.984,Scattered_Light,45.255
1257477913.125,18.287,Scattered_Light,45.255
1257477913.125,18.287,Scattered_Light,45.255
1257477913.125,18.287,Scattered_Light,45.255
1257477917.688,11.012,Scattered_Light,45.255
1257477917.688,11.012,Scattered_Light,45.255
1257477917.688,11.012,Scattered_Light,45.255
1257477965.313,7.986,Scattered_Light,45.255
1257477965.313,7.986,Scattered_Light,45.255
1257477965.313,7.986,Scattered_Light,45.255
1257477969.438,8.274,Scattered_Light,45.255
1257477969.438,8.274,Scattered_Light,45.255
1257477969.438,8.274,Scattered_Light,45.255
1257477973.063,8.652,Scattered_Light,45.255
1257477973.063,8.652,Scattered_Light,45.255
1257477973.063,8.652,Scattered_Light,45.255
1257478003.496,253.426,Extremely_Loud,22.627
1257478003.496,253.426,Extremely_Loud,22.627
1257478003.496,253.426,Extremely_Loud,22.627
1257478009.125,17.666,Scattered_Light,45.255
1257478009.125,17.666,Scattered_Light,45.255
1257478009.125,17.666,Scattered_Light,45.255
1257478012.813,33.33,Scattered_Light,45.255
1257478012.813,33.33,Scattered_Light,45.255
1257478012.813,33.33,Scattered_Light,45.255
1257478016.813,11.211,Scattered_Light,45.255
1257478016.813,11.211,Scattered_Light,45.255
1257478016.813,11.211,Scattered_Light,45.255
1257478075.969,29.822,Scattered_Light,45.255
1257478075.969,29.822,Scattered_Light,45.255
1257478075.969,29.822,Scattered_Light,45.255
1257478079.563,65.423,Scattered_Light,45.255
1257478079.563,65.423,Scattered_Light,45.255
1257478079.563,65.423,Scattered_Light,45.255
1257478083.406,27.68,Scattered_Light,45.255
1257478083.406,27.68,Scattered_Light,45.255
1257478083.406,27.68,Scattered_Light,45.255
1257478086.813,9.083,Scattered_Light,45.255
1257478086.813,9.083,Scattered_Light,45.255
1257478086.813,9.083,Scattered_Light,45.255
1257478127.559,9.173,Tomte,5.657
1257478127.559,9.173,Tomte,5.657
1257478127.559,9.173,Tomte,5.657
1257478135.813,9.73,Scattered_Light,45.255
1257478135.813,9.73,Scattered_Light,45.255
1257478135.813,9.73,Scattered_Light,45.255
1257478267.094,10.638,Scattered_Light,45.255
1257478267.094,10.638,Scattered_Light,45.255
1257478267.094,10.638,Scattered_Light,45.255
1257478270.563,10.85,Scattered_Light,45.255
1257478270.563,10.85,Scattered_Light,45.255
1257478270.563,10.85,Scattered_Light,45.255
